show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,random_column,added_year,added_month,duration_clean
s129,Movie,Agatha Christie's Crooked House,Gilles Paquet-Brenner,France,2021-09-01,2017,PG-13,115 min,"Dramas, International Movies, Thrillers",64,2021.0,9.0,115
s123,Movie,In the Cut,Jane Campion,United Kingdom,2021-09-02,2003,R,118 min,Thrillers,31,2021.0,9.0,118
s1006,Movie,Keymon and Nani in Space Adventure,Unknown,Pakistan,2021-04-20,2013,TV-Y,76 min,"Children & Family Movies, Comedies",47,2021.0,4.0,76
s1011,Movie,Rudra: The Rise of King Pharaoh,Unknown,Pakistan,2021-04-20,2019,TV-Y7,91 min,Children & Family Movies,67,2021.0,4.0,91
s1026,TV Show,Bakugan: Geogan Rising,Unknown,Pakistan,2021-04-16,2021,TV-Y7,1 Season,"Anime Series, Kids' TV",68,2021.0,4.0,1
s127,Movie,Shikara,Vidhu Vinod Chopra,India,2021-09-02,2020,TV-14,115 min,"Dramas, International Movies, Romantic Movies",93,2021.0,9.0,115
s128,Movie,A Cinderella Story,Unknown,Unknown,2021-09-01,2004,PG,95 min,"Children & Family Movies, Comedies",3,2021.0,9.0,95
s130,Movie,An Unfinished Life,Lasse Hallström,Germany,2021-09-01,2005,PG-13,108 min,Dramas,51,2021.0,9.0,108
s132,Movie,Blade Runner: The Final Cut,Ridley Scott,United States,2021-09-01,1982,R,117 min,"Action & Adventure, Classic Movies, Cult Movies",15,2021.0,9.0,117
s1029,Movie,Dad Stop Embarrassing Me - The Afterparty,Unknown,Pakistan,2021-04-16,2021,TV-14,37 min,Comedies,20,2021.0,4.0,37
s134,Movie,Chappie,Neill Blomkamp,South Africa,2021-09-01,2015,R,121 min,"Action & Adventure, Sci-Fi & Fantasy",81,2021.0,9.0,121
s153,Movie,Janoskians: Untold and Untrue,Unknown,Unknown,2021-09-01,2016,TV-MA,88 min,Comedies,77,2021.0,9.0,88
s1039,TV Show,Dancing Angels,Unknown,Pakistan,2021-04-15,2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",73,2021.0,4.0,1
s1083,TV Show,Don't be the First one,Unknown,Pakistan,2021-04-11,2021,TV-14,1 Season,"International TV Shows, Reality TV",80,2021.0,4.0,1
s1095,TV Show,The Wedding Coach,Unknown,Pakistan,2021-04-07,2021,TV-MA,1 Season,"Reality TV, Romantic TV Shows",22,2021.0,4.0,1
s1096,TV Show,This Is a Robbery: The World's Biggest Art Heist,Unknown,Pakistan,2021-04-07,2021,TV-MA,1 Season,"Crime TV Shows, Docuseries, TV Mysteries",16,2021.0,4.0,1
s1117,TV Show,Glimpses of a Future,Unknown,Pakistan,2021-04-01,2020,TV-PG,1 Season,"Docuseries, International TV Shows",50,2021.0,4.0,1
s1181,TV Show,Alien TV,Unknown,Pakistan,2021-03-19,2021,TV-Y7,2 Seasons,"Kids' TV, TV Comedies",45,2021.0,3.0,2
s1225,TV Show,Last Chance U: Basketball,Unknown,Pakistan,2021-03-10,2021,TV-MA,1 Season,Docuseries,68,2021.0,3.0,1
s1226,TV Show,Marriage or Mortgage,Unknown,Pakistan,2021-03-10,2021,TV-G,1 Season,"Reality TV, Romantic TV Shows",12,2021.0,3.0,1
s1236,TV Show,Pokémon Journeys: The Series,Unknown,Pakistan,2021-03-05,2021,TV-Y7,4 Seasons,"Anime Series, Kids' TV, TV Action & Adventure",61,2021.0,3.0,4
s131,Movie,Barbie Big City Big Dreams,Scott Pleydell-Pearce,Not Given,2021-09-01,2021,TV-Y,63 min,"Children & Family Movies, Music & Musicals",50,2021.0,9.0,63
s135,Movie,Clear and Present Danger,Phillip Noyce,United States,2021-09-01,1994,PG-13,142 min,"Action & Adventure, Dramas",97,2021.0,9.0,142
s136,Movie,Cliffhanger,Renny Harlin,United States,2021-09-01,1993,R,113 min,Action & Adventure,28,2021.0,9.0,113
s137,Movie,Cold Mountain,Anthony Minghella,United States,2021-09-01,2003,R,154 min,"Dramas, Romantic Movies",11,2021.0,9.0,154
s138,Movie,Crocodile Dundee in Los Angeles,Unknown,Unknown,2021-09-01,2001,PG,95 min,"Action & Adventure, Comedies",18,2021.0,9.0,95
s139,Movie,Dear John,Lasse Hallström,United States,2021-09-01,2010,PG-13,108 min,"Dramas, Romantic Movies",69,2021.0,9.0,108
s140,Movie,Do the Right Thing,Spike Lee,United States,2021-09-01,1989,R,120 min,"Classic Movies, Comedies, Dramas",20,2021.0,9.0,120
s141,Movie,"El patrón, radiografía de un crimen",Sebastián Schindel,Argentina,2021-09-01,2014,TV-MA,100 min,"Dramas, International Movies, Thrillers",51,2021.0,9.0,100
s142,Movie,Extraction,Steven C. Miller,United States,2021-09-01,2015,R,82 min,Action & Adventure,62,2021.0,9.0,82
s143,Movie,Freedom Writers,Richard LaGravenese,Germany,2021-09-01,2007,PG-13,124 min,Dramas,29,2021.0,9.0,124
s144,Movie,Green Lantern,Martin Campbell,United States,2021-09-01,2011,PG-13,114 min,"Action & Adventure, Sci-Fi & Fantasy",36,2021.0,9.0,114
s145,Movie,House Party,Reginald Hudlin,United States,2021-09-01,1990,R,104 min,"Comedies, Cult Movies",4,2021.0,9.0,104
s146,Movie,House Party 2,"George Jackson, Doug McHenry",United States,2021-09-01,1991,R,94 min,"Comedies, Cult Movies, Music & Musicals",74,2021.0,9.0,94
s147,Movie,House Party 3,Eric Meza,United States,2021-09-01,1994,R,94 min,"Comedies, Music & Musicals",57,2021.0,9.0,94
s1263,Movie,Ginny & Georgia - The Afterparty,Unknown,Pakistan,2021-02-26,2021,TV-MA,35 min,"Comedies, Dramas",57,2021.0,2.0,35
s150,Movie,I Got the Hook Up,Michael Martin,United States,2021-09-01,1998,R,93 min,"Action & Adventure, Comedies",14,2021.0,9.0,93
s151,Movie,In Too Deep,Michael Rymer,United States,,1999,R,97 min,Thrillers,42,,,97
s152,Movie,Initial D,Unknown,Unknown,,2005,TV-14,109 min,"Action & Adventure, International Movies",60,,,109
s1272,TV Show,The Last Bastion,Unknown,Pakistan,2021-02-25,2018,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",46,2021.0,2.0,1
s1300,TV Show,Thus Spoke Kishibe Rohan,Unknown,Pakistan,2021-02-18,2021,TV-MA,1 Season,"Anime Series, International TV Shows",34,2021.0,2.0,1
s1443,TV Show,Korean Pork Belly Rhapsody,Unknown,Pakistan,2021-01-04,2020,TV-G,1 Season,"Docuseries, International TV Shows",24,2021.0,1.0,1
s156,Movie,Labyrinth,Jim Henson,United Kingdom,2021-09-01,1986,PG,101 min,"Action & Adventure, Children & Family Movies, Cult Movies",44,2021.0,9.0,101
s157,Movie,Letters to Juliet,Unknown,Unknown,2021-09-01,2010,PG,105 min,"Comedies, Dramas, Romantic Movies",81,2021.0,9.0,105
s158,Movie,Level 16,Danishka Esterhazy,Canada,2021-09-01,2018,TV-14,102 min,"Sci-Fi & Fantasy, Thrillers",38,2021.0,9.0,102
s159,Movie,Love Don't Cost a Thing,Troy Byer,United States,2021-09-01,2003,PG-13,101 min,"Comedies, Romantic Movies",76,2021.0,9.0,101
s160,Movie,Love in a Puff,Pang Ho-cheung,Hong Kong,2021-09-01,2010,TV-MA,103 min,"Comedies, Dramas, International Movies",0,2021.0,9.0,103
s1463,TV Show,Running Man,Unknown,Unknown,,2020,TV-Y7,1 Season,"Kids' TV, TV Comedies",89,,,1
s162,Movie,Mars Attacks!,Unknown,Unknown,,1996,PG-13,106 min,"Comedies, Cult Movies, Sci-Fi & Fantasy",9,,,106
s163,Movie,Marshall,Reginald Hudlin,United States,2021-09-01,2017,PG-13,118 min,Dramas,43,2021.0,9.0,118
s164,Movie,My Boss's Daughter,David Zucker,United States,2021-09-01,2003,R,86 min,"Comedies, Romantic Movies",89,2021.0,9.0,86
s165,Movie,Mystery Men,Kinka Usher,United States,2021-09-01,1999,PG-13,121 min,"Action & Adventure, Comedies",15,2021.0,9.0,121
s1472,Movie,Best of Stand-Up 2020,Unknown,Pakistan,2020-12-31,2020,TV-MA,77 min,Stand-Up Comedy,81,2020.0,12.0,77
s167,Movie,Once Upon a Time in America,Sergio Leone,Italy,2021-09-01,1984,R,229 min,"Classic Movies, Dramas",58,2021.0,9.0,229
s168,Movie,Open Season 2,"Matthew O'Callaghan, Todd Wilderman",United States,2021-09-01,2008,PG,76 min,"Children & Family Movies, Comedies",85,2021.0,9.0,76
s169,Movie,Osmosis Jones,"Bobby Farrelly, Peter Farrelly",United States,2021-09-01,2001,PG,95 min,"Action & Adventure, Children & Family Movies, Comedies",90,2021.0,9.0,95
s170,Movie,Poseidon,Wolfgang Petersen,United States,2021-09-01,2006,PG-13,98 min,"Action & Adventure, Dramas",28,2021.0,9.0,98
s1483,TV Show,Transformers: War for Cybertron: Earthrise,Unknown,Pakistan,2020-12-30,2020,TV-Y7,1 Season,Anime Series,98,2020.0,12.0,1
s1586,TV Show,Manhunt: Deadly Games,Unknown,Pakistan,2020-12-07,2020,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",10,2020.0,12.0,1
s1597,TV Show,The Great British Baking Show: Holidays,Unknown,Unknown,2020-12-04,2020,TV-MA,3 Seasons,"British TV Shows, Reality TV",83,2020.0,12.0,3
s1669,TV Show,Heart & Soul,Unknown,Pakistan,2020-11-20,2019,TV-14,1 Season,"International TV Shows, TV Dramas",30,2020.0,11.0,1
s1746,Movie,Ya no estoy aquí: Una conversación entre Guillermo del Toro y Alfonso Cuarón,Unknown,Pakistan,2020-11-03,2020,TV-PG,15 min,Documentaries,51,2020.0,11.0,15
s1779,TV Show,Kongsuni and Friends,Unknown,Pakistan,2020-10-30,2020,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows",92,2020.0,10.0,2
s1890,TV Show,Pat a Pat Como,Unknown,Pakistan,2020-10-03,2016,TV-Y,1 Season,Kids' TV,3,2020.0,10.0,1
s1891,TV Show,Qurious Como,Unknown,Pakistan,2020-10-03,2017,TV-Y,1 Season,Kids' TV,96,2020.0,10.0,1
s2983,TV Show,Find Yourself,Unknown,Unknown,,2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",0,,,1
s1915,TV Show,Journey of an African Colony,Unknown,Pakistan,2020-10-01,2018,TV-MA,1 Season,"Docuseries, International TV Shows",62,2020.0,10.0,1
s1953,TV Show,Mighty Little Bheem,Unknown,Pakistan,2020-09-25,2020,TV-Y,3 Seasons,"Kids' TV, TV Comedies",37,2020.0,9.0,3
s171,Movie,Rhyme & Reason,Peter Spirer,United States,2021-09-01,1997,R,89 min,"Documentaries, Music & Musicals",11,2021.0,9.0,89
s172,Movie,Same Kind of Different as Me,Michael Carney,United States,2021-09-01,2017,PG-13,120 min,"Dramas, Faith & Spirituality",82,2021.0,9.0,120
s173,Movie,School of Rock,Richard Linklater,United States,2021-09-01,2003,PG-13,110 min,"Comedies, Music & Musicals",81,2021.0,9.0,110
s174,Movie,Snervous Tyler Oakley,Unknown,Unknown,2021-09-01,2015,PG-13,83 min,"Documentaries, LGBTQ Movies",60,2021.0,9.0,83
s175,Movie,Tears of the Sun,Antoine Fuqua,United States,2021-09-01,2003,R,121 min,"Action & Adventure, Dramas",62,2021.0,9.0,121
s176,Movie,The Blue Lagoon,Randal Kleiser,United States,2021-09-01,1980,R,105 min,"Dramas, Romantic Movies",1,2021.0,9.0,105
s177,Movie,The Golden Child,Unknown,Unknown,,1986,PG-13,94 min,"Action & Adventure, Comedies",22,,,94
s178,Movie,The Guns of Navarone,J. Lee Thompson,United Kingdom,2021-09-01,1961,TV-14,156 min,"Action & Adventure, Classic Movies",3,2021.0,9.0,156
s179,Movie,The Interview,"Evan Goldberg, Seth Rogen",United States,2021-09-01,2014,R,112 min,"Action & Adventure, Comedies",85,2021.0,9.0,112
s180,Movie,The Nutty Professor,Tom Shadyac,United States,2021-09-01,1996,PG-13,95 min,"Comedies, Romantic Movies",37,2021.0,9.0,95
s181,Movie,The Nutty Professor II: The Klumps,Peter Segal,United States,2021-09-01,2000,PG-13,107 min,"Comedies, Romantic Movies",69,2021.0,9.0,107
s183,Movie,Welcome Home Roscoe Jenkins,Malcolm D. Lee,United States,2021-09-01,2008,PG-13,114 min,Comedies,54,2021.0,9.0,114
s184,Movie,In the Line of Fire,Wolfgang Petersen,United States,2021-08-31,1993,R,129 min,"Action & Adventure, Classic Movies",95,2021.0,8.0,129
s186,Movie,Untold: Crime & Penalties,"Chapman Way, Maclain Way",United States,2021-08-31,2021,TV-MA,86 min,"Documentaries, Sports Movies",69,2021.0,8.0,86
s1957,Movie,Zulu Man in Japan,Unknown,Pakistan,2020-09-25,2019,TV-MA,44 min,"Documentaries, International Movies, Music & Musicals",91,2020.0,9.0,44
s1974,TV Show,Fukrey Boyzzz,Unknown,Pakistan,2020-09-19,2020,TV-Y,1 Season,"Kids' TV, TV Comedies",94,2020.0,9.0,1
s189,Movie,2 Alone in Paris,"Ramzy Bedia, Éric Judor",France,2021-08-28,2008,TV-MA,97 min,"Comedies, International Movies",21,2021.0,8.0,97
s2041,TV Show,Transformers: Cyberverse,Unknown,Pakistan,2020-09-07,2020,TV-Y7,2 Seasons,Kids' TV,74,2020.0,9.0,2
s2059,TV Show,The Witcher: A Look Inside the Episodes,Unknown,Pakistan,2020-09-02,2020,TV-MA,1 Season,"Docuseries, TV Sci-Fi & Fantasy",57,2020.0,9.0,1
s2124,TV Show,Dérè: An African Tale,Unknown,Pakistan,2020-08-15,2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",36,2020.0,8.0,1
s2223,TV Show,Street Food: Latin America,Unknown,Pakistan,2020-07-21,2020,TV-PG,1 Season,"Docuseries, Spanish-Language TV Shows",70,2020.0,7.0,1
s2237,Movie,Little Singham: Legend of Dugabakka,Unknown,Unknown,2020-07-15,2020,TV-Y7,68 min,"Children & Family Movies, Comedies",88,2020.0,7.0,68
s2336,Movie,Seven (Telugu),Unknown,Pakistan,2020-06-26,2019,TV-14,116 min,"Dramas, International Movies, Romantic Movies",68,2020.0,6.0,116
s191,Movie,Thimmarusu,Sharan Koppisetty,India,,2021,TV-14,125 min,"Dramas, International Movies",18,,,125
s192,Movie,Wind River,Taylor Sheridan,United Kingdom,2021-08-28,2017,R,107 min,"Dramas, Independent Movies",20,2021.0,8.0,107
s193,TV Show,C Kkompany,Sachin Yardi,India,,2008,TV-14,127 min,"Action & Adventure, Comedies, International Movies",15,,,127
s197,Movie,He's All That,Mark Waters,United States,2021-08-27,2021,TV-14,92 min,"Comedies, Romantic Movies",66,2021.0,8.0,92
s2395,TV Show,Dating Around,Unknown,Pakistan,2020-06-12,2020,TV-MA,2 Seasons,"Reality TV, Romantic TV Shows",22,2020.0,6.0,2
s196,Movie,EMI: Liya Hai To Chukana Padega,Saurabh Kabra,India,2021-08-27,2008,TV-14,128 min,"Comedies, Dramas, International Movies",54,2021.0,8.0,128
s4655,TV Show,First and Last,Unknown,Pakistan,2018-09-07,2018,TV-MA,1 Season,Docuseries,76,2018.0,9.0,1
s199,TV Show,King of Boys: The Return of the King,Kemi Adetiba,Nigeria,2021-08-27,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",43,2021.0,8.0,1
s200,Movie,Koi Aap Sa,Partho Mitra,India,2021-08-27,2006,TV-14,135 min,"Comedies, Dramas, International Movies",94,2021.0,8.0,135
s201,Movie,Krishna Cottage,Santram Varma,India,2021-08-27,2004,TV-14,124 min,"Action & Adventure, Horror Movies, International Movies",59,2021.0,8.0,124
s202,Movie,Kucch To Hai,"Anil V. Kumar, Anurag Basu",India,2021-08-27,2003,TV-14,136 min,"Dramas, International Movies, Thrillers",90,2021.0,8.0,136
s203,Movie,Kyaa Kool Hai Hum,Sangeeth Sivan,India,2021-08-27,2005,TV-MA,165 min,"Comedies, International Movies, Music & Musicals",98,2021.0,8.0,165
s204,Movie,Kyaa Kool Hain Hum 3,Umesh Ghadge,India,2021-08-27,2016,TV-MA,124 min,"Comedies, International Movies",23,2021.0,8.0,124
s205,Movie,Kyaa Super Kool Hain Hum,Sachin Yardi,India,2021-08-27,2012,TV-MA,136 min,"Comedies, International Movies",35,2021.0,8.0,136
s206,Movie,Kyo Kii... Main Jhuth Nahin Bolta,David Dhawan,India,2021-08-27,2001,TV-14,150 min,"Comedies, International Movies, Sci-Fi & Fantasy",5,2021.0,8.0,150
s207,Movie,"LSD: Love, Sex Aur Dhokha",Dibakar Banerjee,India,2021-08-27,2010,TV-MA,112 min,"Dramas, Independent Movies, International Movies",1,2021.0,8.0,112
s208,Movie,Mission Istaanbul: Darr Ke Aagey Jeet Hai,Apoorva Lakhia,India,2021-08-27,2008,TV-14,119 min,"Action & Adventure, International Movies, Music & Musicals",15,2021.0,8.0,119
s209,Movie,Once Upon a Time in Mumbaai,Milan Luthria,India,2021-08-27,2010,TV-14,133 min,"Dramas, International Movies, Music & Musicals",68,2021.0,8.0,133
s2496,TV Show,Especial 20 años Fútbol de Primera,Unknown,Pakistan,2020-05-20,2020,TV-14,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows",41,2020.0,5.0,1
s2569,TV Show,Hangar 1: The UFO Files,Unknown,Pakistan,2020-05-02,2015,TV-PG,1 Season,Docuseries,15,2020.0,5.0,1
s2570,TV Show,Hoarders,Unknown,Pakistan,2020-05-02,2020,TV-PG,1 Season,Reality TV,63,2020.0,5.0,1
s2575,TV Show,The Universe: Ancient Mysteries Solved,Unknown,Pakistan,,2015,TV-PG,1 Season,"Docuseries, Science & Nature TV",87,,,1
s2640,TV Show,دفعة القاهرة,Unknown,Pakistan,2020-04-25,2019,TV-14,1 Season,"International TV Shows, TV Dramas",73,2020.0,4.0,1
s2642,TV Show,DreamWorks Spooky Stories: Volume 2,Unknown,Pakistan,2020-04-24,2011,TV-PG,1 Season,"Kids' TV, TV Comedies",27,2020.0,4.0,1
s210,Movie,Once Upon a Time in Mumbai Dobaara!,Milan Luthria,India,2021-08-27,2013,TV-14,142 min,"Dramas, International Movies, Music & Musicals",77,2021.0,8.0,142
s211,Movie,Ragini MMS,Pawan Kripalani,India,2021-08-27,2011,TV-MA,93 min,"Horror Movies, International Movies",51,2021.0,8.0,93
s212,Movie,Ragini MMS 2,Unknown,Unknown,2021-08-27,2014,TV-MA,113 min,"Horror Movies, International Movies",5,2021.0,8.0,113
s223,TV Show,Clickbait,Brad Anderson,United States,,2021,TV-MA,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",29,,,1
s2700,TV Show,The Circle France,Unknown,Pakistan,2020-04-09,2020,TV-MA,1 Season,"International TV Shows, Reality TV",32,2020.0,4.0,1
s216,Movie,Shootout at Lokhandwala,Apoorva Lakhia,India,2021-08-27,2007,TV-MA,116 min,"Action & Adventure, Dramas, International Movies",48,2021.0,8.0,116
s217,Movie,Shor In the City,"Raj Nidimoru, Krishna D.K.",India,2021-08-27,2011,TV-14,106 min,"Comedies, Dramas, Independent Movies",11,2021.0,8.0,106
s218,Movie,The Dirty Picture,Milan Luthria,India,2021-08-27,2011,TV-14,145 min,"Comedies, Dramas, International Movies",15,2021.0,8.0,145
s2740,TV Show,Pokémon the Series,Unknown,Pakistan,2020-04-01,2019,TV-Y7,3 Seasons,"Anime Series, Kids' TV",42,2020.0,4.0,3
s2773,TV Show,Wassup Man GO!,Unknown,Pakistan,2020-03-27,2020,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Reality TV",20,2020.0,3.0,1
s2786,TV Show,Barbie Dreamhouse Adventures: Go Team Roberts,Unknown,Pakistan,2020-03-21,2020,TV-Y,2 Seasons,Kids' TV,80,2020.0,3.0,2
s2788,TV Show,Archibald's Next Big Thing,Unknown,Pakistan,2020-03-20,2020,TV-Y7,2 Seasons,"Kids' TV, TV Comedies",61,2020.0,3.0,2
s2858,TV Show,Calico Critters Mini Episodes Clover,Unknown,Pakistan,2020-03-01,2020,TV-Y,1 Season,Kids' TV,28,2020.0,3.0,1
s2894,TV Show,Passion. Panache. Pep,Unknown,Pakistan,2020-02-21,2020,TV-G,1 Season,"International TV Shows, Reality TV",69,2020.0,2.0,1
s228,Movie,Really Love,Angel Kristi Williams,United States,2021-08-25,2020,TV-MA,95 min,"Dramas, Independent Movies, Romantic Movies",70,2021.0,8.0,95
s2943,TV Show,My Holo Love,Unknown,Unknown,,2020,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",63,,,1
s2992,TV Show,Rise of Empires: Ottoman,Unknown,Pakistan,2020-01-24,2020,TV-MA,1 Season,Docuseries,89,2020.0,1.0,1
s3057,TV Show,Chhota Bheem Kung Fu Dhamaka Series,Unknown,Pakistan,2020-01-01,2019,TV-Y7,1 Season,Kids' TV,15,2020.0,1.0,1
s3084,TV Show,Pucca: Love Recipe,Unknown,Pakistan,2019-12-31,2018,TV-Y7,1 Season,"Kids' TV, Korean TV Shows",39,2019.0,12.0,1
s3087,TV Show,The Degenerates,Unknown,Pakistan,2019-12-31,2019,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",42,2019.0,12.0,2
s3200,TV Show,Space Jungle,Unknown,Pakistan,2019-12-01,2016,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows, TV Comedies",37,2019.0,12.0,2
s3217,TV Show,The Charming Stepmom,Unknown,Pakistan,2019-11-29,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",55,2019.0,11.0,1
s3398,Movie,ChuChuTV Surprise Eggs Learning Videos (Hindi),Unknown,Pakistan,2019-10-18,2019,TV-Y,34 min,Children & Family Movies,78,2019.0,10.0,34
s3285,TV Show,Westside Story,Unknown,Pakistan,2019-11-15,2003,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Action & Adventure",9,2019.0,11.0,1
s3593,TV Show,Happy Jail,Unknown,Pakistan,2019-08-14,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries",90,2019.0,8.0,1
s3358,TV Show,Sleepless Society: Bedtime Wishes,Unknown,Pakistan,2019-10-31,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",18,2019.0,10.0,1
s3362,Movie,Tunnel,Unknown,Unknown,,2019,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",90,,,1
s3394,TV Show,"ChuChu TV Kids Songs, Learning Videos & Bedtime Stories",Unknown,Pakistan,2019-10-18,2019,TV-Y,1 Season,Kids' TV,70,2019.0,10.0,1
s3395,Movie,ChuChuTV Bedtime Stories & Moral Stories for Kids (English),Unknown,Pakistan,2019-10-18,2019,TV-Y,47 min,Children & Family Movies,68,2019.0,10.0,47
s215,Movie,SAS: Rise of the Black Swan,Unknown,Unknown,,2021,R,124 min,"Action & Adventure, International Movies",53,,,124
s222,Movie,"Bob Ross: Happy Accidents, Betrayal & Greed",Unknown,Unknown,2021-08-25,2021,TV-14,93 min,Documentaries,72,2021.0,8.0,93
s224,TV Show,John of God: The Crimes of a Spiritual Healer,"Mauricio Dias, Tatiana Villela",Not Given,2021-08-25,2021,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",74,2021.0,8.0,1
s229,Movie,The November Man,Unknown,Unknown,,2014,R,108 min,Action & Adventure,3,,,108
s230,Movie,The Old Ways,Christopher Alender,United States,2021-08-25,2020,TV-MA,90 min,Horror Movies,80,2021.0,8.0,90
s232,Movie,The Water Man,David Oyelowo,United States,2021-08-25,2021,PG,92 min,"Children & Family Movies, Dramas",45,2021.0,8.0,92
s231,Movie,The River Runner,Rush Sturges,Not Given,2021-08-25,2021,TV-MA,86 min,"Documentaries, Sports Movies",69,2021.0,8.0,86
s234,Movie,Count Me In,Mark Lo,United Kingdom,2021-08-24,2021,TV-MA,82 min,"Documentaries, Music & Musicals",38,2021.0,8.0,82
s236,Movie,Untold: Caitlyn Jenner,Crystal Moselle,Not Given,2021-08-24,2021,TV-PG,70 min,"Documentaries, LGBTQ Movies, Sports Movies",42,2021.0,8.0,70
s241,Movie,The Witcher: Nightmare of the Wolf,Han Kwang Il,Not Given,2021-08-23,2021,TV-MA,84 min,"Action & Adventure, Anime Features",15,2021.0,8.0,84
s245,Movie,Gunshot,Karim El Shenawy,Not Given,2021-08-20,2018,TV-14,96 min,"Dramas, International Movies, Thrillers",62,2021.0,8.0,96
